Title,Date,Category,Link
Attorney General Jeff Landry Announces Four Guilty Pleas on Defrauding Medicaid,2016-04-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-jeff-landry-announces-four-guilty-pleas-on-defrauding-medicaid/
Unlicensed Physician Pleads Guilty to Role in Detroit-Based $6.2 Million Medicare Fraud Scheme,2016-04-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/unlicensed-physician-pleads-guilty-to-role-in-detroit-based-62-million-medicare-fraud-scheme/
"Diversicare Healthcare Services Agreed to Pay $514,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Excluded Individuals",2016-04-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/diversicare-healthcare-services-agreed-to-pay-514000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-excluded-individuals/
"Marias Care Center Agreed to Pay $85,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2016-04-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/marias-care-center-agreed-to-pay-85000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Two Arrested for Defrauding Medicaid out of more than $100,000",2016-04-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-arrested-for-defrauding-medicaid-out-of-more-than-100000/
Owner of Senior Care Company in Atlantic County Pleads Guilty in Scheme to Steal Millions of Dollars from Elderly Clients,2016-04-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/owner-of-senior-care-company-in-atlantic-county-pleads-guilty-in-scheme-to-steal-millions-of-dollars-from-elderly-clients/
Doctor Sentenced to Over Nine Years in Prison for $3.1 Million Health Care Fraud Scheme,2016-04-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-sentenced-to-over-nine-years-in-prison-for-31-million-health-care-fraud-scheme/
Premiertox Pays U.S. and Tennessee $2.5 Million to Resolve False Claims Act Lawsuit,2016-04-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/premiertox-pays-us-and-tennessee-25-million-to-resolve-false-claims-act-lawsuit/
Home Health Care Agency Owner Pleads Guilty in $4 Million Detroit-Area Medicare Fraud Scheme,2016-04-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-care-agency-owner-pleads-guilty-in-4-million-detroit-area-medicare-fraud-scheme/
Husband and Wife Owners of Chicago Physical Therapy Company Indicted in Schemes to Defraud Medicare and Force Labor,2016-04-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/husband-and-wife-owners-of-chicago-physical-therapy-company-indicted-in-schemes-to-defraud-medicare-and-force-labor/
Ellis County Woman Sentenced to 105 Months in Federal Prison for Defrauding Medicaid,2016-04-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ellis-county-woman-sentenced-to-105-months-in-federal-prison-for-defrauding-medicaid/
"Pair Convicted on Health Care Fraud, Conspiracy Charges",2016-04-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pair-convicted-on-health-care-fraud-conspiracy-charges/
A.G. Schneiderman Announces Arrest Of Rome Nurse For Allegedly Physically And Verbally Abusing Elderly Patient,2016-04-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arrest-of-rome-nurse-for-allegedly-physically-and-verbally-abusing-elderly-patient/
Health Care Fraud Charge Filed in Fayette County Addiction Specialists Inc. Case,2016-04-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/health-care-fraud-charge-filed-in-fayette-county-addiction-specialists-inc-case/
"AG Strange Announces Arrest of Assisted Living Facility Employee, Others in Jefferson County Check Theft Ring",2016-04-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-strange-announces-arrest-of-assisted-living-facility-employee-others-in-jefferson-county-check-theft-ring/
Two Durable Medical Equipment Company Owners Charged in Similar Health Care Fraud Schemes,2016-04-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-durable-medical-equipment-company-owners-charged-in-similar-health-care-fraud-schemes/
Owner of Detroit Home Health Care Agency Sentenced to 57 Months in Prison for His Role in $3.4 Million Health Care Fraud Scheme,2016-04-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-detroit-home-health-care-agency-sentenced-to-57-months-in-prison-for-his-role-in-34-million-health-care-fraud-scheme/
"Retired Judge, Attorney and Psychologist Indicted in $600 Million Social Security Fraud Scheme",2016-04-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/retired-judge-attorney-and-psychologist-indicted-in-600-million-social-security-fraud-scheme/
"Union County General Hospital Agreed to Pay $45,000 for Allegedly Violating the Civil Monetary Penalties Law by Presenting Claims for Services without Proper Supervision",2016-04-05,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/union-county-general-hospital-agreed-to-pay-45000-for-allegedly-violating-the-civil-monetary-penalties-law-by-presenting-claims-for-services-without-proper-supervision/
A.G. Schneiderman Announces Arraignment Of Nurse Aide On Charges Of Striking And Shoving A Nursing Home Resident,2016-04-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arraignment-of-nurse-aide-on-charges-of-striking-and-shoving-a-nursing-home-resident/
Kentucky Optometrist Agrees to Five-Year Exclusion,2016-04-01,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/kentucky-optometrist-agrees-to-five-year-exclusion/
Houston Psychiatrist Sentenced to 144 Months in Prison for Role in $158 Million Medicare Fraud Scheme,2016-04-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-psychiatrist-sentenced-to-144-months-in-prison-for-role-in-158-million-medicare-fraud-scheme/
Patient Recruiter and Staffing Company Employee Convicted of $2 Million Home Health Care Fraud Scheme,2016-04-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/patient-recruiter-and-staffing-company-employee-convicted-of-2-million-home-health-care-fraud-scheme/
Florida Doctor Arrested for Prescribing and Selling Medically Unnecessary Controlled Substances,2016-04-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/florida-doctor-arrested-for-prescribing-and-selling-medically-unnecessary-controlled-substances/
A.G. Schneiderman Announces Indictment of Nurse for Allegedly Attempting to Cover-Up Fall of Nursing Home Resident,2016-04-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-indictment-of-nurse-for-allegedly-attempting-to-cover-up-fall-of-nursing-home-resident/
"Cumberland, Hamilton Co. Residents Charged with TennCare Fraud",2016-04-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/cumberland-hamilton-co-residents-charged-with-tenncare-fraud/
Middletown Woman Indicted For Health Care Fraud,2016-03-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/middletown-woman-indicted-for-health-care-fraud/
"""Pill Mill"" Distributor Pleads Guilty to Conspiracy to Distribute Oxycodone",2016-03-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pill-mill-distributor-pleads-guilty-to-conspiracy-to-distribute-oxycodone/
UPDATE: Seventh Suspect Arrested in Medicaid Fraud Case,2016-03-31,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/update-seventh-suspect-arrested-in-medicaid-fraud-case/
Attorney General Laxalt Announces Sentencing of Behavioral Health Provider for Medicaid Fraud,2016-03-31,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-laxalt-announces-sentencing-of-behavioral-health-provider-for-medicaid-fraud/
Former NIH Employee Sentenced to Prison for Using Her Government Credit Card for Unauthorized Purchases,2016-03-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-nih-employee-sentenced-to-prison-for-using-her-government-credit-card-for-unauthorized-purchases/
Georgia Doctor Pleads Guilty to False Billing for Surgical Monitoring Performed by Medical Assistant,2016-03-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/georgia-doctor-pleads-guilty-to-false-billing-for-surgical-monitoring-performed-by-medical-assistant/
President of Miami-Based Transportation Company Sentenced to 60 Months in Prison for Role in $70 Million Health Care Fraud Scheme,2016-03-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/president-of-miami-based-transportation-company-sentenced-to-60-months-in-prison-for-role-in-70-million-health-care-fraud-scheme/
"AG Koster announces Medicaid fraud settlement to return over $196,000 to Medicaid",2016-03-25,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-koster-announces-medicaid-fraud-settlement-to-return-over-196000-to-medicaid/
Former CEO of Karlise In-Home Care Sentenced in Federal Court,2016-03-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-ceo-of-karlise-in-home-care-sentenced-in-federal-court/
Houston Physician and Another Sent to Federal Prison in Health Care Fraud Conspiracy,2016-03-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-physician-and-another-sent-to-federal-prison-in-health-care-fraud-conspiracy/
United States and Tennessee File Suit Against Lenoir City Chiropractor and Manchester Physician,2016-03-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-and-tennessee-file-suit-against-lenoir-city-chiropractor-and-manchester-physician/
Last of Five Defendants Pleads Guilty in Multimillion-Dollar Medicare Fraud Scheme involving Detroit-Area Home Health Companies,2016-03-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/last-of-five-defendants-pleads-guilty-in-multimillion-dollar-medicare-fraud-scheme-involving-detroit-area-home-health-companies/
Florida Man Arrested for Targeting the Vulnerable to Defraud Medicaid,2016-03-24,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/florida-man-arrested-for-targeting-the-vulnerable-to-defraud-medicaid/
New Jersey Board of Medical Examiners Revokes License of North Jersey Family Physician Sentenced to Federal Prison for Insurance Fraud,2016-03-24,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/new-jersey-board-of-medical-examiners-revokes-license-of-north-jersey-family-physician-sentenced-to-federal-prison-for-insurance-fraud/
Detroit-Area Physician Sentenced to 45 Months in Prison for Role in $5.7 Million Medicare Fraud Scheme,2016-03-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/detroit-area-physician-sentenced-to-45-months-in-prison-for-role-in-57-million-medicare-fraud-scheme/
"Respironics to Pay $34.8 Million for Allegedly Causing False Claims to Medicare, Medicaid and Tricare Related to the Sale of Masks Designed to Treat Sleep Apnea",2016-03-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/respironics-to-pay-348-million-for-allegedly-causing-false-claims-to-medicare-medicaid-and-tricare-related-to-the-sale-of-masks-designed-to-treat-sleep-apnea/
Two Women in Tipton Co. Charged with TennCare Fraud,2016-03-23,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-women-in-tipton-co-charged-with-tenncare-fraud/
Chicago Marketer Convicted of Illegally Pocketing Bribes in Exchange for Referring Elderly Patients to Skokie-Based Home Health Company,2016-03-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chicago-marketer-convicted-of-illegally-pocketing-bribes-in-exchange-for-referring-elderly-patients-to-skokie-based-home-health-company/
Pitt County Behavioral Health Businessman Sentenced To 20 Years In Federal Prison For Medicaid Fraud,2016-03-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pitt-county-behavioral-health-businessman-sentenced-to-20-years-in-federal-prison-for-medicaid-fraud/
"Senior Care Agreed to Pay $162,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2016-03-22,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/senior-care-agreed-to-pay-162000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Florida Audiologist Sentenced to 94 Months in Prison in Multimillion-Dollar Health Care Fraud and Money Laundering Scheme,2016-03-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-audiologist-sentenced-to-94-months-in-prison-in-multimillion-dollar-health-care-fraud-and-money-laundering-scheme/
Hyannis Physician Pleads Guilty to Illegally Prescribing Opioids,2016-03-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/hyannis-physician-pleads-guilty-to-illegally-prescribing-opioids/
Home Healthcare Provider Enters Guilty Plea in Medicaid Fraud Case,2016-03-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/home-healthcare-provider-enters-guilty-plea-in-medicaid-fraud-case/
Obion Co. Woman Charged with TennCare Fraud,2016-03-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/obion-co-woman-charged-with-tenncare-fraud/
New Orleans Jury Convicts Company Owner and Doctor for Roles in $34 Million Fraud Scheme,2016-03-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-orleans-jury-convicts-company-owner-and-doctor-for-roles-in-34-million-fraud-scheme/
"St. John Hospital and Medical Center Agreed to Pay $79,000 for Allegedly Violating the Civil Monetary Penalties Law by paying Remuneration in Excess of Fair Market Value to an Independent Contractor Physician Oncology Group",2016-03-18,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/st-john-hospital-and-medical-center-agreed-to-pay-79000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-excess-of-fair-market-value-to-an-independent-contractor-physician-oncology-group/
Owner of Two Miami Clinics Sentenced to 82 Months for Health Care Fraud Charges,2016-03-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-two-miami-clinics-sentenced-to-82-months-for-health-care-fraud-charges/
Kirksville Owner of Prosthetics Company Sentenced,2016-03-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kirksville-owner-of-prosthetics-company-sentenced/
AG Koster announces prosthetist who defrauded Medicaid and Medicare sentenced to 15 months in federal prison,2016-03-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-koster-announces-prosthetist-who-defrauded-medicaid-and-medicare-sentenced-to-15-months-in-federal-prison/
Attorney General Laxalt Protects Nevadans From Medicaid Fraud,2016-03-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-laxalt-protects-nevadans-from-medicaid-fraud/
Charlotte Man Sentenced To Three Years In Prison For $2 Million Health Care Fraud Scheme,2016-03-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/charlotte-man-sentenced-to-three-years-in-prison-for-2-million-health-care-fraud-scheme/
"Samuel U. Rogers Health Center Agreed to Pay $196,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Imaging Services without Pre-Authorization and Services Not Provided as Claimed",2016-03-15,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/samuel-u-rogers-health-center-agreed-to-pay-196000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-imaging-services-without-pre-authorization-and-services-not-provided-as-claimed/
"Bergen County, New Jersey, Doctor Who Billed For Bogus Office Visits, Altered Patient Medical Records Sentenced To More Than Three Years In Prison",2016-03-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bergen-county-new-jersey-doctor-who-billed-for-bogus-office-visits-altered-patient-medical-records-sentenced-to-more-than-three-years-in-prison/
Lahey Health System Agreed to Pay $1.9 Million for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual,2016-03-14,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/lahey-health-system-agreed-to-pay-19-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Northeast Kingdom Human Services Agreed to Pay $50,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2016-03-14,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/northeast-kingdom-human-services-agreed-to-pay-50000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Oregon Physical Therapy Practice and Owner Settle Case Involving False Claims,2016-03-11,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/oregon-physical-therapy-practice-and-owner-settle-case-involving-false-claims/
Utah Ambulance Company Settles Case Involving False Claims,2016-03-11,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/utah-ambulance-company-settles-case-involving-false-claims/
Chicago Psychiatrist Who Took Kickbacks to Prescribe Mental Health Medication Sentenced to Nine Months in Federal Prison,2016-03-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chicago-psychiatrist-who-took-kickbacks-to-prescribe-mental-health-medication-sentenced-to-nine-months-in-federal-prison/
Ambulance Company Employee Sentenced To 37 Months In Prison For Fraud,2016-03-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ambulance-company-employee-sentenced-to-37-months-in-prison-for-fraud/
Two California Men Plead Guilty to Conspiracy to Distribute Oxycodone and Hydromorphone,2016-03-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-california-men-plead-guilty-to-conspiracy-to-distribute-oxycodone-and-hydromorphone/
Florida Couple Arrested for Medicaid Fraud Related to Mammograms,2016-03-09,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/florida-couple-arrested-for-medicaid-fraud-related-to-mammograms/
"Bergen County, New Jersey, Doctor Charged With Taking Bribes",2016-03-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bergen-county-new-jersey-doctor-charged-with-taking-bribes/
United States Settles False Claims Act Allegations Against 21st Century Oncology For Nearly $34.7 Million,2016-03-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-settles-false-claims-act-allegations-against-21st-century-oncology-for-nearly-347-million/
AG Jepsen: State Enters Settlement with Tolland Psychiatrist Resolving False Claims Allegations,2016-03-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-jepsen-state-enters-settlement-with-tolland-psychiatrist-resolving-false-claims-allegations/
Florida Man Sentenced to More than 14 Years in Prison for Multimillion-Dollar Health Care Fraud and Money Laundering Scheme,2016-03-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-sentenced-to-more-than-14-years-in-prison-for-multimillion-dollar-health-care-fraud-and-money-laundering-scheme/
North Dakota Ambulance Provider Settles Case Involving False Claims,2016-03-04,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/north-dakota-ambulance-provider-settles-case-involving-false-claims/
Oklahoma Physician and Practice Settle False and Fraudulent Medicare Claims Case,2016-03-04,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/oklahoma-physician-and-practice-settle-false-and-fraudulent-medicare-claims-case/
Doctor Who Falsely Diagnosed Hundreds Of Patients As Part of a Medicare Fraud Scheme Pleads Guilty,2016-03-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-who-falsely-diagnosed-hundreds-of-patients-as-part-of-a-medicare-fraud-scheme-pleads-guilty/
Federal Jury Convicts Dallas Anesthesiologist on Health Care Fraud Offenses Involving Approximately $10 Million in Fraudulent Billings,2016-03-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-convicts-dallas-anesthesiologist-on-health-care-fraud-offenses-involving-approximately-10-million-in-fraudulent-billings/
Houstonians Plead Guilty in $13 Million Health Care Fraud Case,2016-03-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houstonians-plead-guilty-in-13-million-health-care-fraud-case/
Oak Brook Doctor Convicted in Kickback Scheme at Sacred Heart Hospital,2016-03-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/oak-brook-doctor-convicted-in-kickback-scheme-at-sacred-heart-hospital/
Atlantic County Woman Sentenced to Prison for Aiding in Theft of Millions of Dollars from Elderly Clients of Senior Care Company,2016-03-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/atlantic-county-woman-sentenced-to-prison-for-aiding-in-theft-of-millions-of-dollars-from-elderly-clients-of-senior-care-company/
A.G. Schneiderman Announces Settlement With Endo Health Solutions Inc. & Endo Pharmaceuticals Inc. Over Marketing Of Prescription Opioid Drugs,2016-03-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-settlement-with-endo-health-solutions-inc-endo-pharmaceuticals-inc-over-marketing-of-prescription-opioid-drugs/
Local Chiropractor and Billing Assistant Sentenced on Health Care Fraud Charges,2016-03-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/local-chiropractor-and-billing-assistant-sentenced-on-health-care-fraud-charges/
Former Owner of Florida Home Health Care Companies Agrees to Pay $1.75 Million to Resolve Kickback and False Claims Act Allegations,2016-03-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-owner-of-florida-home-health-care-companies-agrees-to-pay-175-million-to-resolve-kickback-and-false-claims-act-allegations/
Attorney General Jeff Landry Announces Three Medicaid Fraud Arrests,2016-03-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-jeff-landry-announces-three-medicaid-fraud-arrests/
A.G. Schneiderman Announces Guilty Plea Of Former Nursing Home Employee Charged With Stealing From Patient Funds Account,2016-03-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-guilty-plea-of-former-nursing-home-employee-charged-with-stealing-from-patient-funds-account/
Oregon Mental Health Facility Settles Case Involving Excluded Individual,2016-03-01,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/oregon-mental-health-facility-settles-case-involving-excluded-individual/
Stamford Podiatrist Who Submitted False Claims is Sentenced,2016-03-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/stamford-podiatrist-who-submitted-false-claims-is-sentenced/
Former Fugitive Pleads Guilty in Florida Multimillion-Dollar Health Care Fraud Scheme,2016-03-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-fugitive-pleads-guilty-in-florida-multimillion-dollar-health-care-fraud-scheme/
Medical Equipment Company Will Pay $646 Million for Making Illegal Payments to Doctors and Hospitals in United States and Latin America,2016-03-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-equipment-company-will-pay-646-million-for-making-illegal-payments-to-doctors-and-hospitals-in-united-states-and-latin-america/
Five People in East Tennessee Charged with TennCare Fraud,2016-03-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/five-people-in-east-tennessee-charged-with-tenncare-fraud/
Rutherford County Woman Charged with TennCare Fraud,2016-03-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutherford-county-woman-charged-with-tenncare-fraud/
Two People in West Tennessee Charged with TennCare Fraud,2016-03-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-people-in-west-tennessee-charged-with-tenncare-fraud-2/
Michael Paul Marsh Sentenced with Failure to Pay Child Support,2016-02-29,Child Support,https://oig.hhs.gov/fraud/enforcement/michael-paul-marsh-sentenced-with-failure-to-pay-child-support/
Connecticut Ambulance Company Settles Case Involving False Claims,2016-02-26,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/connecticut-ambulance-company-settles-case-involving-false-claims/
Two Dallas-Area Doctors and Four Others Charged for Roles in $13.4 Million Medicare Fraud Scheme,2016-02-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-dallas-area-doctors-and-four-others-charged-for-roles-in-134-million-medicare-fraud-scheme/
"Choice Home Health Care Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2016-02-26,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/choice-home-health-care-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Consulate Health Care Agreed to Pay $359,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Excluded Individuals",2016-02-26,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/consulate-health-care-agreed-to-pay-359000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-excluded-individuals/
"Perry Village Agreed to Pay $29,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2016-02-26,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/perry-village-agreed-to-pay-29000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Assisted Living Facility Manager Indicted for Stealing Elderly Residents' Identities to Obtain Credit Cards,2016-02-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/assisted-living-facility-manager-indicted-for-stealing-elderly-residents-identities-to-obtain-credit-cards/
"Eight Individuals Arrested For Bribery, Conspiracy, Health Care And Mail Fraud",2016-02-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eight-individuals-arrested-for-bribery-conspiracy-health-care-and-mail-fraud/
Maryland Woman Pleads Guilty to Conspiring to Taking Part In Scheme Involving Prescription and Health Care Fraud,2016-02-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-woman-pleads-guilty-to-conspiring-to-taking-part-in-scheme-involving-prescription-and-health-care-fraud/
Clinic Owner And Four Medical Professionals Sentenced In A $4 Million Medicare Fraud Scheme,2016-02-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/clinic-owner-and-four-medical-professionals-sentenced-in-a-4-million-medicare-fraud-scheme/
Ambulance Company Employee Sentenced To 37 Months In Prison,2016-02-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ambulance-company-employee-sentenced-to-37-months-in-prison/
Louisville Chiropractor Guilty Of Health Care Fraud,2016-02-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/louisville-chiropractor-guilty-of-health-care-fraud/
"Hamilton Medical Group Agreed to Pay $259,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Upcoded Claims",2016-02-23,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/hamilton-medical-group-agreed-to-pay-259000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-upcoded-claims/
AG Koster files criminal charges in Jackson County Medicaid fraud cases,2016-02-23,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-koster-files-criminal-charges-in-jackson-county-medicaid-fraud-cases/
Maryland Cardiology Practice and Physicians Pay IA Stipulated Penalty,2016-02-23,Stipulated Penalties and Material Breaches,https://oig.hhs.gov/fraud/enforcement/maryland-cardiology-practice-and-physicians-pay-ia-stipulated-penalty/
Arizona Physician Settles False and Fraudulent Medicare Claims Case,2016-02-22,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/arizona-physician-settles-false-and-fraudulent-medicare-claims-case-2/
Mississippi Physician Settles False and Fraudulent Medicare Claims Case,2016-02-22,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/mississippi-physician-settles-false-and-fraudulent-medicare-claims-case/
Paige Industrial Services Agrees to Resolve False Claims Act Allegations,2016-02-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/paige-industrial-services-agrees-to-resolve-false-claims-act-allegations/
"Cedars-Sinai Medical Center Agreed to Pay $872,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Outpatient and Inpatient Services Not Provided as Claimed",2016-02-22,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/cedars-sinai-medical-center-agreed-to-pay-872000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-outpatient-and-inpatient-services-not-provided-as-claimed/
